"SB","binary","octal","hexadecimal"
"SB1295",1.10111110111111E+042,676773666617600,"6F-5F-5E-6D-8F-60"
"SB1296",1.10011110111111E+042,636773676377600,"67-5F-5E-7C-FF-60"
"SB1297",1.10011100101101E+042,634553777777600,"67-16-5F-7F-FF-60"
"SB1298",1.10110110111111E+042,666773677776200,"6D-5F-5E-7F-FE-20"
"SB1299",1.10001110111111E+042,616773777077600,"63-5F-5F-7E-3F-60"
"SB1300",1.10111110110011E+042,676633677777600,"6F-59-5E-7F-FF-60"
"SB1301",1.0110110111111E+041,266773674017600,"2D-5F-5E-78-0F-60"
"SB1302",1.10110110111111E+042,666773677776600,"6D-5F-5E-7F-FE-60"
"SB1303",1.10111110101101E+042,676553777777600,"6F-56-5F-7F-FF-60"
"SB1304",1.0000100111111E+041,204773674017600,"21-1F-5E-78-0F-60"
"SB1305",1.00011110111111E+042,436773676777600,"47-5F-5E-7D-FF-60"
"SB1306",1.101111101111E+042,676740000037600,"6F-5E-00-00-1F-60"
"SB1307",1.10111110111111E+042,676773774177600,"6F-5F-5F-78-7F-60"
"SB1308",1.10111110111111E+042,676773677773600,"6F-5F-5E-7F-FB-60"
"SB1309",1.10100110111111E+042,646773777700600,"69-5F-5F-7F-C0-60"
"SB1310",1.1E+042,600000077777600,"60-00-00-7F-FF-60"
"SB1311",1.0111010111111E+041,272773777777600,"2E-5F-5F-7F-FF-60"
"SB1312",1.10111110101111E+042,676573777737600,"6F-57-5F-7F-DF-60"
"SB1313",1.10111110111111E+042,676773677757200,"6F-5F-5E-7F-EF-20"
"SB1314",1.10011110111111E+042,636773777774600,"67-5F-5F-7F-FC-60"
"SB1315",1.1000111011111E+042,616763777077600,"63-5F-1F-7E-3F-60"
"SB1316",1.1011111011111E+042,676763674177600,"6F-5F-1E-78-7F-60"
"SB1317",1.1011110000001E+042,674023677777200,"6F-01-1E-7F-FF-20"
"SB1318",1.1011111001111E+042,676363677777200,"6F-4F-1E-7F-FF-20"
"SB1319",1.0111110101111E+041,276573777777600,"2F-57-5F-7F-FF-60"
"SB1320",1.10110110101111E+042,666573677777600,"6D-57-5E-7F-FF-60"
"SB1321",1.10111110111111E+042,676773774077600,"6F-5F-5F-78-3F-60"
"SB1322",1.10001110111111E+042,616773774037600,"63-5F-5F-78-1F-60"
"SB1323",1.1011111011111E+042,676761377757600,"6F-5F-0B-7F-EF-60"
"SB1324",1.10110110111111E+042,666773777777600,"6D-5F-5F-7F-FF-60"
"SB1325",1.10111110111111E+042,676772277777600,"6F-5F-52-7F-FF-60"
"SB1326",1.1011111011011E+042,676663677777600,"6F-5B-1E-7F-FF-60"
"SB1327",1.10001110111111E+042,616773774377600,"63-5F-5F-78-FF-60"
"SB1328",1.10111110111111E+042,676773677774200,"6F-5F-5E-7F-FC-20"
"SB1329",1.10111110111111E+042,676773674177400,"6F-5F-5E-78-7F-40"
"SB1330",1.10111110111111E+042,676773674143600,"6F-5F-5E-78-63-60"
"SB1331",1.00011110111111E+042,436773677477600,"47-5F-5E-7F-3F-60"
"SB1332",1.1011111001111E+042,676363674177600,"6F-4F-1E-78-7F-60"
"SB1333",1.1011111001111E+042,676363677777600,"6F-4F-1E-7F-FF-60"
"SB1334",1.1011111000111E+042,676163777777600,"6F-47-1F-7F-FF-60"
"SB1335",1.10111110111111E+042,676773677637600,"6F-5F-5E-7F-9F-60"
"SB1336",1.101111101101E+042,676643677777600,"6F-5A-1E-7F-FF-60"
"SB1337",1.10111110111111E+042,676773677077600,"6F-5F-5E-7E-3F-60"
"SB1338",1.10111110011111E+042,676373677777600,"6F-4F-5E-7F-FF-60"
"SB1339",1.10111110111E+042,676700677777600,"6F-5C-06-7F-FF-60"
"SB1340",1.10111110111011E+042,676733674177600,"6F-5D-5E-78-7F-60"
"SB1341",1.10100110111111E+042,646773777740200,"69-5F-5F-7F-E0-20"
"SB1342",1.10111110111111E+042,676773617757600,"6F-5F-5E-1F-EF-60"
"SB1343",1.10111100111111E+042,674773677767600,"6F-1F-5E-7F-F7-60"
"SB1344",1.10111110111111E+042,676773000037600,"6F-5F-58-00-1F-60"
"SB1345",1.10111110111001E+042,676713677777600,"6F-5C-5E-7F-FF-60"
"SB1346",1.10111110111111E+042,676773677767600,"6F-5F-5E-7F-F7-60"
"SB1347",1.101111101111E+042,676743754777600,"6F-5E-1F-59-FF-60"
"SB1348",1.10110100000111E+042,664073777777400,"6D-03-5F-7F-FF-40"
"SB1349",1.1011111011E+042,676600000000000,"6F-58-00-00-00-00"
"SB1350",1.10111010111111E+042,672773674177600,"6E-5F-5E-78-7F-60"
"SB1351",1.101111E+042,674003674037600,"6F-00-1E-78-1F-60"
"SB1352",1.10111110111111E+042,676773617747600,"6F-5F-5E-1F-E7-60"
"SB1353",1.1011E+042,660000007777600,"6C-00-00-0F-FF-60"
"SB1354",1.00011110111111E+042,436772037774600,"47-5F-50-3F-FC-60"
"SB1355",1.10001110011111E+042,616373777777600,"63-4F-5F-7F-FF-60"
"SB1356",1.10001110111111E+042,616773477777600,"63-5F-5C-7F-FF-60"
"SB1357",1.10111110101111E+042,676573077777600,"6F-57-58-7F-FF-60"
"SB1358",1.0001111011111E+042,436763676777600,"47-5F-1E-7D-FF-60"
"SB1359",1.10111110111111E+042,676773674777600,"6F-5F-5E-79-FF-60"
"SB1360",1.10100110111111E+042,646773777667600,"69-5F-5F-7F-B7-60"
"SB1361",1.10111010111111E+042,672773677777600,"6E-5F-5E-7F-FF-60"
"SB1362",1.101101100111E+042,666343677777600,"6D-4E-1E-7F-FF-60"
"SB1363",1.10111110110111E+042,676673677677600,"6F-5B-5E-7F-BF-60"
"SB1364",1.1011111011111E+042,676763676377600,"6F-5F-1E-7C-FF-60"
"SB1365",1.11110111101011E+039,76753777777600,"0F-5E-5F-7F-FF-60"
"SB1366",1.10100100000111E+042,644073777747600,"69-03-5F-7F-E7-60"
"SB1367",1.10011110111111E+042,636773674177600,"67-5F-5E-78-7F-60"
"SB1368",1.1011101011111E+042,672763777775600,"6E-5F-1F-7F-FD-60"
"SB1369",1.10111110111111E+042,676773677703600,"6F-5F-5E-7F-C3-60"
"SB1370",1.10111100011111E+042,674373677777600,"6F-0F-5E-7F-FF-60"
"SB1371",1.10111000001111E+042,670173677773600,"6E-07-5E-7F-FB-60"
"SB1372",1.10111110111111E+042,676773677741600,"6F-5F-5E-7F-E1-60"
"SB1373",1.10100110111111E+042,646772077777600,"69-5F-50-7F-FF-60"
"SB1374",1.10110100000011E+042,664033777747600,"6D-01-5F-7F-E7-60"
"SB1375",1.00100110111111E+042,446773777767600,"49-5F-5F-7F-F7-60"
"SB1376",1.10001110111111E+042,616773777773600,"63-5F-5F-7F-FB-60"
"SB1377",1.10001110111101E+042,616753777777600,"63-5E-5F-7F-FF-60"
"SB1378",1.10111100111111E+042,674773377757600,"6F-1F-5B-7F-EF-60"
"SB1379",1.00111110111111E+042,476773677777000,"4F-5F-5E-7F-FF-00"
"SB1380",1.10111110111111E+042,676773676037600,"6F-5F-5E-7C-1F-60"
"SB1381",1.10111110111111E+042,676771677777600,"6F-5F-4E-7F-FF-60"
"SB1382",1.00111110101111E+042,476573777777600,"4F-57-5F-7F-FF-60"
"SB1383",1.10111010111011E+042,672733777777600,"6E-5D-5F-7F-FF-60"
"SB1384",1.10111110111111E+042,676773037777600,"6F-5F-58-3F-FF-60"
"SB1385",1.10111110101111E+042,676573777477600,"6F-57-5F-7F-3F-60"
"SB1386",1.10001110111111E+042,616773774017600,"63-5F-5F-78-0F-60"
"SB1387",1E+042,400000077776600,"40-00-00-7F-FE-60"
"SB1388",1.10000010111111E+042,602773677777600,"60-5F-5E-7F-FF-60"
"SB1389",1.10111110101111E+042,676573777740600,"6F-57-5F-7F-E0-60"
"SB1390",1.1000111011111E+042,616763774377600,"63-5F-1F-78-FF-60"
"SB1391",1.1000000001111E+042,600363777377600,"60-0F-1F-7E-FF-60"
"SB1392",1.10111000011111E+042,670373677777200,"6E-0F-5E-7F-FF-20"
"SB1393",1.10101110111111E+042,656773674177600,"6B-5F-5E-78-7F-60"
"SB1394",1.10000010111111E+042,602773777775400,"60-5F-5F-7F-FD-40"
"SB1395",1.1011111011011E+042,676661677777600,"6F-5B-0E-7F-FF-60"
"SB1396",1.10111110111011E+042,676733617747600,"6F-5D-5E-1F-E7-60"
"SB1397",1.1011111011111E+042,676763677757600,"6F-5F-1E-7F-EF-60"
"SB1398",1.10001110111111E+042,616773777774600,"63-5F-5F-7F-FC-60"
"SB1399",1.1000111011111E+042,616763777774600,"63-5F-1F-7F-FC-60"
"SB1400",1.10100000111111E+042,640773677777600,"68-1F-5E-7F-FF-60"
"SB1401",1.10111110111111E+042,676770000000000,"6F-5F-40-00-00-00"
"SB1402",1E+042,400000000000000,"40-00-00-00-00-00"
"SB1403",1.111E+039,74000000000000,"0F-00-00-00-00-00"
"SB1404",1.100000101111E+042,602743777777600,"60-5E-1F-7F-FF-60"
"SB1405",1.0110010111111E+041,262773777776600,"2C-5F-5F-7F-FE-60"
"SB1406",1.0110010111111E+041,262773777756600,"2C-5F-5F-7F-EE-60"
"SB1407",1.10000010111111E+042,602773037777600,"60-5F-58-3F-FF-60"
"SB1408",1.100000101111E+042,602743037776600,"60-5E-18-3F-FE-60"
"SB1409",1.110000001111E+042,700740004460671,"70-1E-00-09-30-6F"
"SB1410",1.00110110111111E+042,466773777677600,"4D-5F-5F-7F-BF-60"
"SB1411",1.10110110111111E+042,666772377677600,"6D-5F-53-7F-BF-60"
"SB1412",1.10110110111111E+042,666770777677600,"6D-5F-47-7F-BF-60"
"SB1413",1.0110100000111E+041,264073775777600,"2D-03-5F-7B-FF-60"
"SB1414",1.10111110100111E+042,676473776037600,"6F-53-5F-7C-1F-60"
"SB1415",1.10110100000111E+042,664073774037200,"6D-03-5F-78-1F-20"
"SB1417",1.10101110100111E+042,656473677777600,"6B-53-5E-7F-FF-60"
"SB1418",1.10111110111111E+042,676773777673600,"6F-5F-5F-7F-BB-60"
"SB1419",1.10111110111111E+042,676773357657600,"6F-5F-5B-5F-AF-60"
"SB1420",1.10111110111111E+042,676773776261600,"6F-5F-5F-7C-B1-60"
"SB1421",1.10111110111111E+042,676773776237600,"6F-5F-5F-7C-9F-60"
"SB1422",1.10111110101111E+042,676573377677600,"6F-57-5B-7F-BF-60"
"SB1423",1.101101101111E+042,666743717677600,"6D-5E-1F-1F-BF-60"
"SB1424",1.101111E+042,674002177677600,"6F-00-11-7F-BF-60"
"SB1425",1.10111110111111E+042,676773777647400,"6F-5F-5F-7F-A7-40"
"SB1426",1.10111110111111E+042,676773776677600,"6F-5F-5F-7D-BF-60"
"SB1427",1.10111100011111E+042,674373776277600,"6F-0F-5F-7C-BF-60"
"SB1428",1.101111100111E+042,676343777677600,"6F-4E-1F-7F-BF-60"
"SB1429",1.10000010111111E+042,602773777677600,"60-5F-5F-7F-BF-60"
"SB1430",1.1011111011111E+042,676763777674200,"6F-5F-1F-7F-BC-20"
"SB1431",1.10111110111111E+042,676773776617600,"6F-5F-5F-7D-8F-60"
"SB1432",1.0100110111111E+041,246773777677600,"29-5F-5F-7F-BF-60"
"SB1433",1.10111110111111E+042,676773777657600,"6F-5F-5F-7F-AF-60"
"SB1434",1.10000010111111E+042,602773776277600,"60-5F-5F-7C-BF-60"
"SB1435",1.10111110111111E+042,676773037613600,"6F-5F-58-3F-8B-60"
"SB1436",1.10111110111111E+042,676773776077600,"6F-5F-5F-7C-3F-60"
"SB1437",1.10111110111111E+042,676773776274600,"6F-5F-5F-7C-BC-60"
"SB1438",1.10111110111111E+042,676773776037600,"6F-5F-5F-7C-1F-60"
"SB1439",1.1011111011111E+042,676763777677600,"6F-5F-1F-7F-BF-60"
"SB1440",1.101111101111E+042,676743777677600,"6F-5E-1F-7F-BF-60"
"SB1441",1.1011111011111E+042,676763776677600,"6F-5F-1F-7D-BF-60"
"SB1442",1.101111101111E+042,676743776677600,"6F-5E-1F-7D-BF-60"
"SB1443",1.101011100111E+042,656343776677600,"6B-4E-1F-7D-BF-60"
"SB1444",1.101111101111E+042,676743776277600,"6F-5E-1F-7C-BF-60"
"SB1445",1.101111100111E+042,676343776277600,"6F-4E-1F-7C-BF-60"
"SB1446",1.10000010101111E+042,602573777777600,"60-57-5F-7F-FF-60"
"SB1447",1.10001110111111E+042,616773776775600,"63-5F-5F-7D-FD-60"
"SB1448",1.10001110111111E+042,616773402000000,"63-5F-5C-04-00-00"
"SB1449",1.1000111011111E+042,616763757577600,"63-5F-1F-5F-7F-60"
"SB1450",1.1000111011E+042,616600002017600,"63-58-00-04-0F-60"
"SB1451",1E+041,200003776357600,"20-00-1F-7C-EF-60"
"SB1452",1.1011110001111E+042,674363677777600,"6F-0F-1E-7F-FF-60"
"SB1453",1.10111110111111E+042,676773777674600,"6F-5F-5F-7F-BC-60"
"SB1454",1.10111110111111E+042,676773777637200,"6F-5F-5F-7F-9F-20"
"SB1455",1.11111100000111E+042,774077602000031,"7F-03-7E-04-00-07"
"SB1456",1.11111E+042,770003602000031,"7E-00-1E-04-00-07"
"SB1457",1.11111E+042,770003607777001,"7E-00-1E-0F-FF-01"
"SB1458",1.111111E+042,774003777775071,"7F-00-1F-7F-FD-0F"
"SB1459",1.10111110111111E+042,676773777677400,"6F-5F-5F-7F-BF-40"
"SB1460",1.10111110111E+042,676700777677600,"6F-5C-07-7F-BF-60"
"SB1461",1.1011111E+042,676001777677600,"6F-40-0F-7F-BF-60"
"SB1462",1.101111000011E+042,674143777677600,"6F-06-1F-7F-BF-60"
"SB1463",1.001011E+042,454003777676600,"4B-00-1F-7F-BE-60"
"SB1464",1.011001011111E+041,262763777776600,"2C-5F-1F-7F-FE-60"
"SB1465",1.0010010111111E+041,222773777776600,"24-5F-5F-7F-FE-60"
"SB1466",1.011001011111E+041,262763777756600,"2C-5F-1F-7F-EE-60"
"SB1467",1.1000001011111E+042,602763777777600,"60-5F-1F-7F-FF-60"
"SB1468",1.1000001001111E+042,602363777777600,"60-4F-1F-7F-FF-60"
"SB1469",1.10000010111111E+042,602772037777600,"60-5F-50-3F-FF-60"
"SB1470",1.1000001011111E+042,602762037777600,"60-5F-10-3F-FF-60"
"SB1471",1.10000010111E+042,602702037777600,"60-5C-10-3F-FF-60"
"SB1472",1.10111110111111E+042,676773737677600,"6F-5F-5F-3F-BF-60"
"SB1473",1.10110010111101E+042,662753777402200,"6C-5E-5F-7F-02-20"
"SB1474",1.10110100000111E+042,664073717777600,"6D-03-5F-1F-FF-60"
"SB1475",1.11000000000111E+042,700076777760600,"70-03-77-7F-F0-60"
"SB1476",1.10111110111111E+042,676773777760200,"6F-5F-5F-7F-F0-20"
"SB1477",1.00000010111111E+042,402773777757600,"40-5F-5F-7F-EF-60"
"SB1478",1.111E+039,74000034777600,"0F-00-00-39-FF-60"
"SB1479",1.111E+039,74000034377600,"0F-00-00-38-FF-60"
"SB1480",1.111E+039,74000036377600,"0F-00-00-3C-FF-60"
"SB1481",1E+041,200003077577600,"20-00-18-7F-7F-60"
"SB1482",1.000000000001E+041,200023774075600,"20-01-1F-78-3D-60"
"SB1483",1.1001111011101E+042,636723777774600,"67-5D-1F-7F-FC-60"
"SB1484",1.1011111011111E+042,676763637777600,"6F-5F-1E-3F-FF-60"
"SB1485",1.1011111010111E+042,676563777477600,"6F-57-1F-7F-3F-60"
"SB1486",1.0001111011111E+042,436763677777600,"47-5F-1E-7F-FF-60"
"SB1487",1.00111110111111E+042,476773676377600,"4F-5F-5E-7C-FF-60"
"SB1488",1.10000010111111E+042,602773774777600,"60-5F-5F-79-FF-60"
"SB1489",1.10000010111111E+042,602773777753600,"60-5F-5F-7F-EB-60"
"SB1490",1.10000010111111E+042,602773770000000,"60-5F-5F-70-00-00"
"SB1491",1.01111110111111E+035,2773777777600,"00-5F-5F-7F-FF-60"
"SB1492",1.10000010101011E+042,602533777777600,"60-55-5F-7F-FF-60"
"SB1493",1.00100000110011E+039,44063777777600,"09-03-1F-7F-FF-60"
"SB1494",1.011111000011E+041,276063777777600,"2F-43-1F-7F-FF-60"
"SB1495",1.10100000000001E+042,640012017777600,"68-00-50-1F-FF-60"
"SB1496",1.1010000000001E+042,640023777777600,"68-01-1F-7F-FF-60"
"SB1497",1.10100000000011E+042,640033777776600,"68-01-5F-7F-FE-60"
"SB1498",1.1010010000011E+042,644063777777600,"69-03-1F-7F-FF-60"
"SB1499",1.10110100000011E+042,664033777776600,"6D-01-5F-7F-FE-60"
"SB1500",1.1010010000011E+042,644063777700600,"69-03-1F-7F-C0-60"
"SB1501",1.0011010000011E+042,464063777700600,"4D-03-1F-7F-C0-60"
"SB1502",1.10110100000111E+042,664073617700600,"6D-03-5E-1F-C0-60"
"SB1503",1.10111100101111E+042,674573777077600,"6F-17-5F-7E-3F-60"
"SB1504",1.10111110101111E+042,676573777776200,"6F-57-5F-7F-FE-20"
"SB1505",1.11E+039,70000032000600,"0E-00-00-34-00-60"
"SB1509",1.011E+039,54000032000600,"0B-00-00-34-00-60"
"SB1510",1.111E+039,74000037777000,"0F-00-00-3F-FF-00"
"SB1511",1.11E+038,34000032000600,"07-00-00-34-00-60"
"SB1512",1000000,400,"00-00-00-00-00-40"
"SB1513",1E+039,40000000000200,"08-00-00-00-00-20"
"SB1514",1.111E+039,74000007374600,"0F-00-00-0E-FC-60"
"SB1515",1.11111111111111E+023,377777600,"00-00-03-7F-FF-60"
"SB1516",1E+042,400000377777600,"40-00-03-7F-FF-60"
"SB1517",1.10001110111111E+042,616773757777600,"63-5F-5F-5F-FF-60"
"SB1518",1.10000010011111E+042,602373777777600,"60-4F-5F-7F-FF-60"
"SB1519",1.11111011111111E+033,773777777600,"00-1F-5F-7F-FF-60"
"SB1520",1.1000111011111E+042,616763757777600,"63-5F-1F-5F-FF-60"
"SB1521",1.1000001011111E+042,602763777000200,"60-5F-1F-7E-00-20"
"SB1522",1.11110011111111E+033,763777777600,"00-1F-1F-7F-FF-60"
"SB1523",1.10101110100111E+042,656473737777400,"6B-53-5F-3F-FF-40"
"SB1524",1.10110100000111E+042,664073777677600,"6D-03-5F-7F-BF-60"
"SB1525",1.10110100000111E+042,664070377073600,"6D-03-43-7E-3B-60"
"SB1526",1.10100000000001E+042,640013777776600,"68-00-5F-7F-FE-60"
"SB1527",1.1011010000011E+042,664063777777400,"6D-03-1F-7F-FF-40"
"SB1528",1.10111110100111E+042,676473776003600,"6F-53-5F-7C-03-60"
"SB1529",1.10111110100111E+042,676473777757600,"6F-53-5F-7F-EF-60"
"SB1530",1.10110100000111E+042,664073777603600,"6D-03-5F-7F-83-60"
"SB1531",1.10110100000101E+042,664053777777600,"6D-02-5F-7F-FF-60"
"SB1532",1.101101000001E+042,664040007777600,"6D-02-00-0F-FF-60"
"SB1533",1.10110100000011E+042,664033777763600,"6D-01-5F-7F-F3-60"
"SB1534",1.10110100000111E+042,664073777751600,"6D-03-5F-7F-E9-60"
"SB1535",1.0111100111101E+041,274752777777600,"2F-1E-57-7F-FF-60"
"SB1536",1.0111110111111E+041,276773767777600,"2F-5F-5F-6F-FF-60"
"SB1537",1.1000000000001E+042,600023777777600,"60-01-1F-7F-FF-60"
"SB1538",1.1000000000001E+042,600023777737600,"60-01-1F-7F-DF-60"
"SB1539",1.1000110000001E+042,614023777777600,"63-01-1F-7F-FF-60"
"SB1540",1.100011E+042,614003777777600,"63-00-1F-7F-FF-60"
"SB1541",1.10010010111111E+042,622773777777600,"64-5F-5F-7F-FF-60"
"SB1542",1.10001110001111E+042,616173777777600,"63-47-5F-7F-FF-60"
"SB1543",1E+041,200000037377600,"20-00-00-3E-FF-60"
"SB1544",1.1E+042,600000004037600,"60-00-00-08-1F-60"
"SB1545",1E+041,200000017377600,"20-00-00-1E-FF-60"
"SB1546",1.10101110111111E+042,656773377777600,"6B-5F-5B-7F-FF-60"
"SB1547",1.10110010111111E+042,662773777417600,"6C-5F-5F-7F-0F-60"
"SB1548",1.10110010111111E+042,662773747777600,"6C-5F-5F-4F-FF-60"
"SB1549",1.10110010111111E+042,662773777773600,"6C-5F-5F-7F-FB-60"
"SB1550",1.10111100111111E+042,674773777777600,"6F-1F-5F-7F-FF-60"
"SB1551",1.10111110000111E+042,676073777777600,"6F-43-5F-7F-FF-60"
"SB1552",1.10111110110011E+042,676633777777000,"6F-59-5F-7F-FF-00"
"SB1553",1.10111110110001E+042,676613777777000,"6F-58-5F-7F-FF-00"
"SB1554",1.10111110110011E+042,676633777777600,"6F-59-5F-7F-FF-60"
"SB1555",1.10111110110001E+042,676613777777600,"6F-58-5F-7F-FF-60"
"SB1556",1.10111110111011E+042,676733377777600,"6F-5D-5B-7F-FF-60"
"SB1557",1.1011111011111E+042,676763737777600,"6F-5F-1F-3F-FF-60"
"SB1558",1.1011111011111E+042,676760004101600,"6F-5F-00-08-41-60"
"SB1559",1.10111110111111E+042,676772777777600,"6F-5F-57-7F-FF-60"
"SB1560",1.10111110111111E+042,676772577777600,"6F-5F-55-7F-FF-60"
"SB1561",1.10111110111111E+042,676772000000000,"6F-5F-50-00-00-00"
"SB1562",1.10111110111111E+042,676773717777600,"6F-5F-5F-1F-FF-60"
"SB1563",1.10111110111111E+042,676773737774600,"6F-5F-5F-3F-FC-60"
"SB1564",1.10111110111111E+042,676773774017600,"6F-5F-5F-78-0F-60"
"SB1565",1.10111110111111E+042,676773776777600,"6F-5F-5F-7D-FF-60"
"SB1566",1.10111110111111E+042,676773776017600,"6F-5F-5F-7C-0F-60"
"SB1567",1.10111110111111E+042,676773777037600,"6F-5F-5F-7E-1F-60"
"SB1568",1.10111110111111E+042,676773777577600,"6F-5F-5F-7F-7F-60"
"SB1569",1.10111110111111E+042,676773777477600,"6F-5F-5F-7F-3F-60"
"SB1570",1.10111110111111E+042,676773777707600,"6F-5F-5F-7F-C7-60"
"SB1571",1.10111110111111E+042,676773777776200,"6F-5F-5F-7F-FE-20"
"SB1572",1.10111110111111E+042,676773777777400,"6F-5F-5F-7F-FF-40"
"SB1573",1.11011111111111E+019,16777600,"00-00-00-1D-FF-60"
"SB1574",1.1000000000001E+042,600023777377600,"60-01-1F-7E-FF-60"
"SB1575",1.000000000001E+041,200023716377600,"20-01-1F-1C-FF-60"
"SB1576",1.000000000001E+041,200023377207600,"20-01-1B-7E-87-60"
"SB1577",1.000000000001E+041,200023737377600,"20-01-1F-3E-FF-60"
"SB1578",1.000000000001E+041,200023767377600,"20-01-1F-6E-FF-60"
"SB1579",1.000000000001E+041,200023770000000,"20-01-1F-70-00-00"
"SB1580",1.000000000001E+041,200023776377600,"20-01-1F-7C-FF-60"
"SB1581",1.000000000001E+041,200023777207600,"20-01-1F-7E-87-60"
"SB1582",1.000000000001E+041,200023777376600,"20-01-1F-7E-FE-60"
"SB1583",1.000000000001E+041,200023777374600,"20-01-1F-7E-FC-60"
"SB1584",1.10000010111111E+042,602773777773200,"60-5F-5F-7F-FB-20"
"SB1585",1.10001100111111E+042,614773777777600,"63-1F-5F-7F-FF-60"
"SB1586",1.10100110111111E+042,646773777777200,"69-5F-5F-7F-FF-20"
"SB1587",1.10110000111111E+042,660773777777600,"6C-1F-5F-7F-FF-60"
"SB1588",1.10110010111111E+042,662773776677600,"6C-5F-5F-7D-BF-60"
"SB1589",1.1011111011E+042,676600017777600,"6F-58-00-1F-FF-60"
"SB1590",1.10111110110001E+042,676613377777400,"6F-58-5B-7F-FF-40"
"SB1591",1.10111110110111E+042,676673777773600,"6F-5B-5F-7F-FB-60"
"SB1592",1.10111110111111E+042,676773717774600,"6F-5F-5F-1F-FC-60"
"SB1593",1.10111110111111E+042,676773777017600,"6F-5F-5F-7E-0F-60"
"SB1594",1.10111110111111E+042,676773777007600,"6F-5F-5F-7E-07-60"
"SB1595",1.10111110111111E+042,676773577777600,"6F-5F-5D-7F-FF-60"
"SB1596",1.1011111011111E+042,676761777777600,"6F-5F-0F-7F-FF-60"
"SB1597",1.10100110111111E+042,646773077767600,"69-5F-58-7F-F7-60"
"SB1598",1.10111110111111E+042,676773707777200,"6F-5F-5F-0F-FF-20"
"SB1599",1.10000000000001E+042,600013774037600,"60-00-5F-78-1F-60"
"SB1600",1.10110100000111E+042,664073777717600,"6D-03-5F-7F-CF-60"
"SB1601",1.1011E+042,660001777777600,"6C-00-0F-7F-FF-60"
"SB1602",1.10110100000111E+042,664073374037600,"6D-03-5B-78-1F-60"
"SB1603",1.10110100000111E+042,664073737740600,"6D-03-5F-3F-E0-60"
"SB1604",1.10110100000111E+042,664073774033600,"6D-03-5F-78-1B-60"
"SB1605",1.10110100000111E+042,664073754037600,"6D-03-5F-58-1F-60"
"SB1607",1.1010111011111E+042,656763677777600,"6B-5F-1E-7F-FF-60"
"SB1608",1.1011111011111E+042,676763677777200,"6F-5F-1E-7F-FF-20"
"SB1609",1.1010111011111E+042,656763677737600,"6B-5F-1E-7F-DF-60"
"SB1610",1.10011110111011E+042,636733777777400,"67-5D-5F-7F-FF-40"
"SB1611",1.10110010111111E+042,662773577477600,"6C-5F-5D-7F-3F-60"
"SB1612",1.10111110110001E+042,676613376377400,"6F-58-5B-7C-FF-40"
"SB1613",1.11100001111011E+039,74173777777600,"0F-07-5F-7F-FF-60"
"SB1614",1.10110010110001E+042,662613404377600,"6C-58-5C-08-FF-60"
"SB1615",1.10110010110001E+042,662613774377600,"6C-58-5F-78-FF-60"
"SB1616",1.101111101E+042,676401777777600,"6F-50-0F-7F-FF-60"
"SB1617",1.10111110101111E+042,676573776007600,"6F-57-5F-7C-07-60"
"SB1618",1E+041,200003717204600,"20-00-1F-1E-84-60"
"SB1619",1.10110000000001E+042,660013777777600,"6C-00-5F-7F-FF-60"
"SB1620",1.10100100000011E+042,644033777747600,"69-01-5F-7F-E7-60"
"SB1621",1.10111110111111E+042,676773757773600,"6F-5F-5F-5F-FB-60"
"SB1622",1.11111111110111E+026,3777377600,"00-00-1F-7E-FF-60"
"SB1623",1.00000000111111E+042,400773777777600,"40-1F-5F-7F-FF-60"
"SB1624",1.10111110111101E+042,676753677777600,"6F-5E-5E-7F-FF-60"
"SB1625",1.11011111111111E+030,73777777600,"00-03-5F-7F-FF-60"
"SB1626",1.1011111011111E+042,676763377757600,"6F-5F-1B-7F-EF-60"
"SB1627",1.10111110111111E+042,676773677775200,"6F-5F-5E-7F-FD-20"
"SB1628",1.101111101111E+042,676743377757600,"6F-5E-1B-7F-EF-60"
"SB1629",1.10111110101111E+042,676573777771600,"6F-57-5F-7F-F9-60"
"SB1630",1.10111110101111E+042,676573400000000,"6F-57-5C-00-00-00"
"SB1631",1.10111100001111E+042,674173677077600,"6F-07-5E-7E-3F-60"
"SB1632",1.10001110111111E+042,616773677777200,"63-5F-5E-7F-FF-20"
"SB1633",1.10111110111111E+042,676773677743200,"6F-5F-5E-7F-E3-20"
"SB1634",1.10111110100001E+042,676413677777200,"6F-50-5E-7F-FF-20"
"SB1635",1.10111110100111E+042,676473377757600,"6F-53-5B-7F-EF-60"
"SB1636",1.1011111011111E+042,676763677775600,"6F-5F-1E-7F-FD-60"
"SB1637",1.10111110110111E+042,676673677777200,"6F-5B-5E-7F-FF-20"
"SB1638",1.1011111011111E+042,676762077777600,"6F-5F-10-7F-FF-60"
"SB1639",1.10001110111111E+042,616773777777400,"63-5F-5F-7F-FF-40"
"SB1640",1.1010011011111E+042,646762077777600,"69-5F-10-7F-FF-60"
"SB1641",1.1011010000011E+042,664063777747600,"6D-03-1F-7F-E7-60"
"SB1642",1.10110110111111E+042,666773674177600,"6D-5F-5E-78-7F-60"
"SB1643",1.00011110111111E+042,436773674777600,"47-5F-5E-79-FF-60"
"SB1644",1.1011111010111E+042,676562077777600,"6F-57-10-7F-FF-60"
"SB1645",1.10110110110111E+042,666673677777600,"6D-5B-5E-7F-FF-60"
